player_name,BR Kills,BR Damage,BR Wins
0Juan23,35627.0,9148483.97362435,2335.0
0Juan23,16596.0,3340400.0,1346.0
0Juan23,8361.0,2095914.0,781.0
0Juan23,7938.0,1791185.0,765.0
0Juan23,7211.0,1951753.0,676.0
0Juan23,4538.0,1300187.2927988973,277.4150751046803
0Juan23,4063.0,1288383.421961685,552.0
0Juan23,3235.0,973109.7527173517,196.4418989401989
0Juan23,2879.0,898818.7862451103,217.0
0Juan23,1168.0,454253.8238236025,67.99097404995864
0Juan23,1151.0,456008.11300823063,84.0
0Juan23,720.0,353395.24417425215,73.0
0Juan23,482.0,93532.0,28.0
0Juan23,418.0,265989.69868073275,21.38323642650426
0Juan23,375.0,92362.0,31.0
0Juan23,368.0,253438.75700454143,18.276053918273966
0Juan23,361.0,251681.62516987463,17.841048367121726
0Juan23,183.0,207000.27280263355,6.779478637821889
0Juan23,90.0,187534.02934751898,12.0
0Juan23,77.0,180392.27644910797,0.1922517203736689
0Juan23,14.0,164578.0899371069,-3.7227982399964983
0Skill but im kind,14482.0,3632797.0,894.5624871658897
0Skill but im kind,7408.0,1977938.8623249314,335.0
0Skill but im kind,5582.0,1533178.0,342.14920348620075
0Skill but im kind,4632.0,1323783.063150137,283.25657822015324
0Skill but im kind,4352.0,1253497.7897634658,265.85635617406365
0Skill but im kind,3063.0,929934.5133512535,185.7531911118867
0Skill but im kind,2069.0,680421.7928285701,123.98240284826849
0Skill but im kind,2034.0,671636.1336552361,121.8073750925073
0Skill but im kind,1576.0,556669.5079013237,93.34558331711781
0Skill but im kind,1446.0,524037.05954322626,85.26690879571906
0Skill but im kind,1194.0,460780.313495222,69.60670895423839
0Skill but im kind,1159.0,416489.0,70.0
0Skill but im kind,1134.0,445719.1834837924,65.87808994436205
0Skill but im kind,1126.0,443711.0328156018,65.38094074304519
0Skill but im kind,452.0,274524.33902054286,23.496120532100857
0Skill but im kind,378.0,124033.0,12.0
@vit-fps (youtube),21509.0,7019515.0,735.0
@vit-fps (youtube),17030.0,4239580.935777911,498.0
@vit-fps (youtube),7952.0,2157165.5904492405,489.57349676664467
@vit-fps (youtube),4335.0,1249230.4695935606,264.7999141212653
@vit-fps (youtube),2367.0,755225.4052186703,142.50121059732103
@vit-fps (youtube),1677.0,562118.0,99.52361221361862
@vit-fps (youtube),1012.0,415094.88579388557,58.29656462428013
@vit-fps (youtube),927.0,393758.2849443604,53.01435436028863
@vit-fps (youtube),828.0,368907.42042550154,46.86213299399265
@vit-fps (youtube),809.0,364138.06258854887,45.68140364086514
@vit-fps (youtube),552.0,299626.2223729255,29.710485548561444
@vit-fps (youtube),209.0,213526.76247425305,8.39521354210164
@vit-fps (youtube),195.0,210012.49880491948,7.525202439797159
@vit-fps (youtube),4.0,162067.90160186862,-4.344234741642557
A Dirty Dragon,16672.0,4346049.818777006,1031.4661262020077
A Dirty Dragon,8804.0,2382502.414699638,575.0
A Dirty Dragon,8580.0,2314805.4179022033,528.5997090700171
A Dirty Dragon,4931.0,1398837.694373761,301.8375296193704
A Dirty Dragon,2990.0,921065.2872289019,208.0
A Dirty Dragon,2847.0,875714.445310107,172.33016267633184
A Dirty Dragon,2633.0,831870.2531554451,187.0
A Dirty Dragon,2154.0,489117.0,174.0
A Dirty Dragon,2154.0,714022.8058794255,164.0
A Dirty Dragon,2124.0,701144.925351719,147.0
A Dirty Dragon,1555.0,551398.1123973234,92.0405666636611
A Dirty Dragon,1100.0,129440.0,88.0
A Dirty Dragon,995.0,415681.31139130134,71.0
A Dirty Dragon,896.0,109376.0,76.0
A Dirty Dragon,703.0,337489.24296277727,39.0
A Dirty Dragon,426.0,275098.3388547285,42.0
A Dirty Dragon,9.0,163322.99576948775,-4.033516490819528
AC Skullbreaker,40044.0,11373809.0,4161.0
AC Skullbreaker,11764.0,3114049.3838420664,726.4650911941221
AC Skullbreaker,7578.0,2063284.5467113294,466.33177160508205
AC Skullbreaker,5717.0,1596138.4975234887,350.6824386487506
AC Skullbreaker,3658.0,1098457.2727781655,277.0
AC Skullbreaker,3405.0,1015782.954416402,207.00631946818189
AC Skullbreaker,2197.0,712552.2035196199,131.93679006933806
AC Skullbreaker,2178.0,707782.8456826671,130.75606071621053
AC Skullbreaker,1372.0,505461.66586246307,80.66827868353823
AC Skullbreaker,1196.0,461282.35116226965,69.7309962545676
AC Skullbreaker,84.0,182149.40828377474,0.6272572715259104
AC Skullbreaker,18.0,165582.1652712022,-3.474223639338075
AC Skullbreaker,17.0,165331.14643767837,-3.5363672895026808
AC Skullbreaker,8.0,163071.97693596393,-4.095660140984133
AG TO OP,30088.0,6683814.0,792.0
AG TO OP,25574.0,6580619.4748061085,1584.6688999673288
AG TO OP,6204.0,953553.0,377.16228779937757
AG TO OP,4001.0,1108545.0,124.0
AG TO OP,3456.0,1028584.9149261172,210.1756456265768
AG TO OP,3085.0,935456.9276887777,187.12035141550803
AG TO OP,2297.0,737654.0868720025,138.15115508579862
AG TO OP,1538.0,547130.7922274183,90.98412461086279
AG TO OP,1444.0,523535.02187617857,85.14262149538985
AG TO OP,1272.0,480359.78251008043,74.45391366707764
AG TO OP,1093.0,435427.41130931553,63.330200287613195
AG TO OP,983.0,407815.33962169464,56.49439876950656
AG TO OP,852.0,374931.8724300734,48.35358059794319
AG TO OP,762.0,352340.177412929,42.76065208312867
AG TO OP,580.0,306654.7497115926,31.450507753170406
AG TO OP,544.0,297618.0717047349,29.213336347244592
AG TO OP,317.0,240636.79649482627,15.106727759879071
AG TO OP,290.0,233859.28798968298,13.428849205434712
AG TO OP,251.0,224069.55348225374,11.005246849015084
AG TO OP,236.0,220304.27097939636,10.073092096545997
AG TO OP,199.0,211016.57413901476,7.773777040455581
AG TO OP,198.0,210765.55530549094,7.7116333902909755
AG TO OP,127.0,192943.2181252993,3.2994342286039604
AOTP DEIMOS,65286.0,17728361.0,5423.0
AOTP DEIMOS,5180.0,1461341.383921194,317.31129851035723
AOTP DEIMOS,4866.0,1263183.0,297.2077490820169
AOTP DEIMOS,953.0,271008.0,53.99047487806756
AOTP DEIMOS,543.0,297367.0528712111,29.151192697079992
AOTP DEIMOS,531.0,294354.8268689251,28.40546889510472
AOTP DEIMOS,500.0,286573.2430296865,26.479015740001937
AOTP DEIMOS,441.0,124021.0,33.0
AOTP DEIMOS,10.0,163574.0146030116,-3.971372840654922
AQUA peeks,112359.0,27388862.0,6972.974574695827
AQUA peeks,4825.0,1788001.0,297.3073876425884
AQUA peeks,2629.0,671227.0,134.0
AQUA peeks,850.0,374429.83476302575,48.22929329761398
AQUA peeks,689.0,237714.0,37.74769938384786
AQUA peeks,506.0,162578.0,19.0
AQUA peeks,443.0,272265.1695188284,22.936827680619405
AQUA peeks,280.0,103147.0,12.173115417503645
AQUA peeks,61.0,176375.97511272674,-0.8020466822600243
AQUA peeks,60.0,176124.95627920292,-0.8641903324246298
AQUA peeks,15.0,164829.10877063073,-3.6606545898318927
AQUA peeks,10.0,163574.0146030116,-3.971372840654922
ARN Staan,44696.0,12302378.0,2777.540392201
ARN Staan,19073.0,5011271.0,727.0
ARN Staan,3500.0,1184810.0,213.62826525469472
ARN Staan,1968.0,655068.8906426636,117.7058941816433
ARN Staan,614.0,173839.0,32.864041621394946
ARN Staan,279.0,231098.08082092088,12.74526905362405
ARN Staan,173.0,204490.0844673953,6.15804213617583
ARN Staan,77.0,180392.27644910797,0.1922517203736689
ARN Staan,2792.8513839146044,195277.0,165.6658632788291
ATV0,26457.0,8079649.0,1925.0
ATV0,13492.0,4116461.0,1069.0
ATV0,6970.0,1934106.0,405.0
ATV0,6671.0,1946480.0,410.51602297770626
ATV0,1903.0,638752.6664636149,113.66655692094393
ATV0,1670.0,580265.2782525633,99.18708643259077
ATV0,1026.0,267143.0,64.0
ATV0,1005.0,413337.75395921886,57.861559073127886
ATV0,840.0,371919.6464277875,47.607856795967926
ATV0,317.0,240944.76465155336,16.0
ATV0,296.0,92538.0,13.095053156983052
ATV0,213.0,214530.83780834835,8.643788142760064
ATV0,199.0,211016.57413901476,7.773777040455581
ATV0,145.0,197461.55712872813,4.418019931566866
ATV0,127.0,192943.2181252993,3.2994342286039604
AUSTINN TTV,26273.0,7581854.0,1476.0
AUSTINN TTV,10953.0,3094872.0,592.0
AUSTINN TTV,5526.0,1605122.0,259.0
AUSTINN TTV,5043.0,1468941.0,275.0
AUSTINN TTV,4921.0,1453137.0,286.0
AUSTINN TTV,2291.0,711845.0,124.0
AUSTINN TTV,1526.0,461605.0,98.0
AUSTINN TTV,919.0,258606.0,50.0
AUSTINN TTV,519.0,169736.0,37.0
AUSTINN TTV,263.0,86555.0,13.0
AUSTINN TTV,138.0,332585.0,100.0
AUSTINN TTV,124.0,34175.0,12.0
AUSTINN TTV,73.0,172984.0,5.0
AUSTINN TTV,63.0,25037.0,2.0
AUSTINN TTV,36.0,170100.50427463106,-2.35563793637517
AUSTINN TTV,28.0,12961.0,2.0
AalkyTV,9111.0,2959506.0,1133.0
AalkyTV,7819.0,2174524.0,481.5594536977247
AalkyTV,7193.0,2011702.0,473.0
AalkyTV,6195.0,104284.0,786.0
AalkyTV,2982.0,856678.0,208.0
AalkyTV,2560.0,1118497.0,156.0525742929931
AalkyTV,2427.0,656174.0,122.0
AalkyTV,2384.0,667354.0,143.1017838021577
AalkyTV,2307.0,606113.0,138.10935471132345
AalkyTV,1997.0,569565.0,134.0
AalkyTV,1858.0,542395.0,110.44923777055848
AalkyTV,1621.0,445153.0,95.53441677932955
AalkyTV,1479.0,435382.0,86.83803197115729
AalkyTV,1288.0,358640.0,74.0
AalkyTV,1233.0,371721.0,71.54124223090864
AalkyTV,921.0,268835.0,65.0
AalkyTV,864.0,228676.0,40.0
AalkyTV,795.0,245432.0,44.24146548078479
AalkyTV,582.0,170103.0,30.89670284094091
AalkyTV,530.0,155036.0,31.0
AalkyTV,407.0,119775.0,31.0
AalkyTV,283.0,79555.0,22.0
AalkyTV,199.0,60365.0,7.028407932550888
Abisx,34076.0,9533154.0,2712.0
Abisx,14324.0,3740359.0,1093.0
Abisx,12327.0,3605700.0,1093.0
Abisx,3800.0,1402167.0,458.0
Abisx,3800.0,1114935.3936583134,231.5530612832012
Abisx,3076.0,1029651.0,199.0
Abisx,1726.0,564179.0,102.51799261140096
Abisx,1528.0,536816.0,112.0
Abisx,1397.0,511737.13670055877,82.22186993765338
Abisx,834.0,370413.5334266445,47.23499489498029
Abisx,801.0,362129.91192035825,45.1842544395483
Abisx,626.0,318201.61605368863,34.30911566074227
Abisx,393.0,259714.2278426371,19.829645172389114
Abisx,261.0,226579.741817492,11.626683350661143
Abisx,134.0,199749.0,3.7594186609791134
Abisx,114.0,189679.97328948954,2.4915667764640856
Abisx,41.0,171355.59844225022,-2.0449196855521405
Abisx,36.0,170100.50427463106,-2.35563793637517
Above Faded,51340.0,16850472.0,1537.0
